701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143825	742125.2427917568	688692.6350505172	766696.1803104756	946780.8508243536	949930.382589124	987419.1273370975	1122080.6382056728	1360234.6118330823	1686137.126912695	1759813.6858524461	2064373.2462309927	3655602.4758841125	5053637.691836298	5565516.248258701	7281892.177137239	1.2225492639222294E7	2.0492101429805044E7	2.509529558449861E7	3.894680710511125E7	6.494124602076272E7	1.0319873648777118E8	2.0068271558346242E8	5.252615825438159E8	1.1037021479006894E9	2.76202268936926E9	6.005628997834106E9	5.608191352014096E9	7.948315470342561E9	1.0567099664285791E10	1.6738572957643707E10	2.306303067795682E10	3.496377814091134E10	5.459775442754202E10	9.459762603482993E10	1.6089867621415988E11	2.659178783129717E11	4.295123888522553E11	6.838836356869404E11	1.0819826068664341E12	1.6375040646056072E12	2.6496611747045225E12	4.1816663381847256E12	6.666497133905046E12	1.1013107926939334E13	2.019890894997919E13	3.6457960650224195E13	7.04834045093057E13	1.39026906874775E14	2.7831973268325694E14	3.7764444777714706E14	3.0100904263119056E14	1.8019922313757497E14	8.886740883843614E13	3.6505613237186125E13	1.3657641319144314E13	5.251444220355113E12	2.003444456367372E12	8.033896252591036E11	2.935643425661437E11	1.3042496703759435E11	6.1944297767485695E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143825	742125.2427917568	688692.6350505172	766696.1803104756	946780.8508243536	949930.382589124	987419.1273370975	1122080.6382056728	1360234.6118330823	1686137.126912695	1759813.6858524461	2064373.2462309927	3655602.4758841125	5053637.691836298	5565516.248258701	7281892.177137239	1.2225492639222294E7	2.0492101429805044E7	2.509529558449861E7	3.894680710511125E7	6.494124602076272E7	1.0319873648777118E8	2.0068271558346242E8	5.252615825438159E8	1.1037021479006894E9	2.76202268936926E9	6.005628997834106E9	5.608191352014096E9	7.948315470342561E9	1.0567099664285791E10	1.6738572957643707E10	2.306303067795682E10	3.496377814091134E10	5.459775442754202E10	9.459762603482993E10	1.6089867621415988E11	2.659178783129717E11	4.295123888522553E11	6.838836356869404E11	1.0819826068664341E12	1.6375040646056072E12	2.6496611747045225E12	4.1816663381847256E12	6.666497133905046E12	1.1013107926939334E13	2.019890894997919E13	3.6457960650224195E13	7.04834045093057E13	1.39026906874775E14	2.7831973268325694E14	3.7764444777714706E14	3.0100904263119056E14	1.8019922313757497E14	8.886740883843614E13	3.6505613237186125E13	1.3657641319144314E13	5.251444220355113E12	2.003444456367372E12	8.033896252591036E11	2.935643425661437E11	1.3042496703759435E11	6.1944297767485695E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143825	742125.2427917568	688692.6350505172	766696.1803104756	946780.8508243536	949930.382589124	987419.1273370975	1122080.6382056728	1360234.6118330823	1686137.126912695	1759813.6858524461	2064373.2462309927	3655602.4758841125	5053637.691836298	5565516.248258701	7281892.177137239	1.2225492639222294E7	2.0492101429805044E7	2.509529558449861E7	3.894680710511125E7	6.494124602076272E7	1.0319873648777118E8	2.0068271558346242E8	5.252615825438159E8	1.1037021479006894E9	2.76202268936926E9	6.005628997834106E9	5.608191352014096E9	7.948315470342561E9	1.0567099664285791E10	1.6738572957643707E10	2.306303067795682E10	3.496377814091134E10	5.459775442754202E10	9.459762603482993E10	1.6089867621415988E11	2.659178783129717E11	4.295123888522553E11	6.838836356869404E11	1.0819826068664341E12	1.6375040646056072E12	2.6496611747045225E12	4.1816663381847256E12	6.666497133905046E12	1.1013107926939334E13	2.019890894997919E13	3.6457960650224195E13	7.04834045093057E13	1.39026906874775E14	2.7831973268325694E14	3.7764444777714706E14	3.0100904263119056E14	1.8019922313757497E14	8.886740883843614E13	3.6505613237186125E13	1.3657641319144314E13	5.251444220355113E12	2.003444456367372E12	8.033896252591036E11	2.935643425661437E11	1.3042496703759435E11	6.1944297767485695E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143825	742125.2427917568	688692.6350505172	766696.1803104756	946780.8508243536	949930.382589124	987419.1273370975	1122080.6382056728	1360234.6118330823	1686137.126912695	1759813.6858524461	2064373.2462309927	3655602.4758841125	5053637.691836298	5565516.248258701	7281892.177137239	1.2225492639222294E7	2.0492101429805044E7	2.509529558449861E7	3.894680710511125E7	6.494124602076272E7	1.0319873648777118E8	2.0068271558346242E8	5.252615825438159E8	1.1037021479006894E9	2.76202268936926E9	6.005628997834106E9	5.608191352014096E9	7.948315470342561E9	1.0567099664285791E10	1.6738572957643707E10	2.306303067795682E10	3.496377814091134E10	5.459775442754202E10	9.459762603482993E10	1.6089867621415988E11	2.659178783129717E11	4.295123888522553E11	6.838836356869404E11	1.0819826068664341E12	1.6375040646056072E12	2.6496611747045225E12	4.1816663381847256E12	6.666497133905046E12	1.1013107926939334E13	2.019890894997919E13	3.6457960650224195E13	7.04834045093057E13	1.39026906874775E14	2.7831973268325694E14	3.7764444777714706E14	3.0100904263119056E14	1.8019922313757497E14	8.886740883843614E13	3.6505613237186125E13	1.3657641319144314E13	5.251444220355113E12	2.003444456367372E12	8.033896252591036E11	2.935643425661437E11	1.3042496703759435E11	6.1944297767485695E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143409	742125.2427917129	688692.6350504764	766696.1803104302	946780.8508242975	949930.3825890678	987419.127337039	1122080.6382056065	1360234.6118330017	1686137.126912595	1759813.6858523418	2064373.2462308705	3655602.475883896	5053637.6918359995	5565516.248258371	7281892.177136808	1.2225492639221571E7	2.0492101429803833E7	2.5095295584497124E7	3.894680710510894E7	6.494124602075887E7	1.0319873648776507E8	2.0068271558345053E8	5.252615825437848E8	1.1037021479006238E9	2.7620226893690963E9	6.005628997833751E9	5.608191352013763E9	7.948315470342091E9	1.0567099664285166E10	1.6738572957642717E10	2.3063030677955456E10	3.496377814090927E10	5.459775442753879E10	9.459762603482433E10	1.6089867621415036E11	2.6591787831295596E11	4.295123888522299E11	6.838836356868999E11	1.0819826068663701E12	1.6375040646055103E12	2.649661174704365E12	4.181666338184478E12	6.666497133904651E12	1.1013107926938682E13	2.0198908949977996E13	3.645796065022204E13	7.048340450930152E13	1.3902690687476677E14	2.7831973268324047E14	3.776444477771247E14	3.0100904263117275E14	1.8019922313756428E14	8.886740883843088E13	3.650561323718396E13	1.3657641319143506E13	5.251444220354803E12	2.0034444563672537E12	8.033896252590562E11	2.935643425661263E11	1.3042496703758662E11	6.194429776748203E10
701632.5437143825	742125.2427917568	688692.6350505172	766696.1803104756	946780.8508243536	949930.382589124	987419.1273370975	1122080.6382056728	1360234.6118330823	1686137.126912695	1759813.6858524461	2064373.2462309927	3655602.4758841125	5053637.691836298	5565516.248258701	7281892.177137239	1.2225492639222294E7	2.0492101429805044E7	2.509529558449861E7	3.894680710511125E7	6.494124602076272E7	1.0319873648777118E8	2.0068271558346242E8	5.252615825438159E8	1.1037021479006894E9	2.76202268936926E9	6.005628997834106E9	5.608191352014096E9	7.948315470342561E9	1.0567099664285791E10	1.6738572957643707E10	2.306303067795682E10	3.496377814091134E10	5.459775442754202E10	9.459762603482993E10	1.6089867621415988E11	2.659178783129717E11	4.295123888522553E11	6.838836356869404E11	1.0819826068664341E12	1.6375040646056072E12	2.6496611747045225E12	4.1816663381847256E12	6.666497133905046E12	1.1013107926939334E13	2.019890894997919E13	3.6457960650224195E13	7.04834045093057E13	1.39026906874775E14	2.7831973268325694E14	3.7764444777714706E14	3.0100904263119056E14	1.8019922313757497E14	8.886740883843614E13	3.6505613237186125E13	1.3657641319144314E13	5.251444220355113E12	2.003444456367372E12	8.033896252591036E11	2.935643425661437E11	1.3042496703759435E11	6.1944297767485695E10
