4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.765055320941083E10	6.202311120519857E10	8.067485897003886E10	1.0437034695257413E11	1.3518273147303535E11	1.7353276390759134E11	2.2243756599358847E11	2.863329191309219E11	3.670914953747038E11	4.7224559455487775E11	6.098869908692162E11	7.886436302247059E11	1.0174462677251749E12	1.3088968028466228E12	1.679564068627527E12	2.144911561463661E12	3.0220969157433506E12	3.727367292345586E12	4.0935804617345786E12	5.8321174233246875E12	8.180376142551337E12	1.0785759376467135E13	1.2105652478079953E13	1.4668601626402844E13	1.7387346178765383E13	2.2137446696437645E13	2.5065866591816695E13	2.4813849916216266E13	2.593763347667638E13	2.5675305581896656E13	2.3739337116177023E13	2.035827575317725E13	1.6431271757200422E13	1.2397351836230918E13	8.829176144632926E12	5.953557555425222E12	3.849165392542808E12	2.779301326294118E12	1.396688977354889E12	8.371808191353975E11	5.515205122218077E11	2.977038547260319E11	1.6176544145922418E11	8.154291231588518E10	4.1434871029455185E10	2.6635655429660393E10	1.5779026721191578E10	9.54711255291508E9	5.522978937881821E9	2.777851422190927E9	1.6217199628503344E9	1.1562171366764247E9	6.279009648697683E8	3.8823003195624423E8	2.4114241243063343E8	1.2867497836552007E8	9.421912782984038E7	6.373468827383169E7	4.016596323035281E7	2.8042038101165738E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
4.7650553209408005E10	6.202311120519489E10	8.067485897003409E10	1.0437034695256795E11	1.3518273147302736E11	1.735327639075811E11	2.2243756599357532E11	2.8633291913090497E11	3.6709149537468207E11	4.722455945548498E11	6.098869908691802E11	7.886436302246593E11	1.0174462677251146E12	1.3088968028465454E12	1.6795640686274277E12	2.1449115614635337E12	3.022096915743172E12	3.727367292345365E12	4.093580461734336E12	5.832117423324343E12	8.180376142550853E12	1.0785759376466496E13	1.2105652478079236E13	1.4668601626401975E13	1.7387346178764354E13	2.2137446696436336E13	2.506586659181521E13	2.4813849916214797E13	2.5937633476674844E13	2.5675305581895137E13	2.3739337116175617E13	2.0358275753176043E13	1.643127175719945E13	1.2397351836230184E13	8.829176144632404E12	5.953557555424869E12	3.84916539254258E12	2.7793013262939536E12	1.3966889773548064E12	8.371808191353479E11	5.515205122217751E11	2.977038547260143E11	1.617654414592146E11	8.154291231588034E10	4.1434871029452736E10	2.6635655429658817E10	1.5779026721190643E10	9.547112552914513E9	5.522978937881494E9	2.7778514221907625E9	1.6217199628502386E9	1.1562171366763563E9	6.279009648697311E8	3.882300319562213E8	2.4114241243061915E8	1.2867497836551246E8	9.42191278298348E7	6.373468827382791E7	4.0165963230350435E7	2.8042038101164076E7
